,Office_2008,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes,dem_votes,repub_votes,county_polit_lean,county_perc_vote_dem,county_perc_vote_repub,county_state,county_stateV2,state_abb,hhi.political_lean,diversity.political_lean
2251,President 2008,Oregon,20081104,N/A,LINN,County,"51,982","28,071","McCain, John S. III",Challenger,"22,163","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,748","5,908",R,54,42.64,0,3.36,55.88,44.12,NA,NA,NA,1175,1273,98,0.47998366,0.52001634,Linn County OR,Linn OR,OR,0.500801308,0.499198692
2252,President 2008,Oregon,20081104,N/A,MALHEUR,County,"10,433","7,157","McCain, John S. III",Challenger,"2,949","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,327,"4,208",R,68.6,28.27,0,3.13,70.82,29.18,NA,NA,NA,1087,2462,1375,0.30628346,0.69371654,Malheur County OR,Malheur OR,OR,0.575052196,0.424947804
2253,President 2008,Oregon,20081104,N/A,MARION,County,"124,563","59,059","McCain, John S. III",Challenger,"61,816","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"3,688","2,757",D,47.41,49.63,0,2.96,48.86,51.14,NA,NA,NA,2349,2221,-128,0.514004376,0.485995624,Marion County OR,Marion OR,OR,0.500392245,0.499607755
2254,President 2008,Oregon,20081104,N/A,MORROW,County,"4,058","2,509","McCain, John S. III",Challenger,"1,410","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,139,"1,099",R,61.83,34.75,0,3.43,64.02,35.98,NA,NA,NA,154,944,790,0.140255009,0.859744991,Morrow County OR,Morrow OR,OR,0.758832917,0.241167083
2255,President 2008,Oregon,20081104,N/A,MULTNOMAH,County,"364,710","75,171","McCain, John S. III",Challenger,"279,696","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"9,843","204,525",D,20.61,76.69,0,2.7,21.18,78.82,NA,NA,NA,1293,2587,1294,0.333247423,0.666752577,Multnomah County OR,Multnomah OR,OR,0.555612844,0.444387156
2256,President 2008,Oregon,20081104,N/A,POLK,County,"36,207","17,714","McCain, John S. III",Challenger,"17,536","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,957,178,R,48.92,48.43,0,2.64,50.25,49.75,NA,NA,NA,727,740,13,0.495569189,0.504430811,Polk County OR,Polk OR,OR,0.500039264,0.499960736
2257,President 2008,Oregon,20081104,N/A,SHERMAN,County,"1,047",634,"McCain, John S. III",Challenger,385,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,28,249,R,60.55,36.77,0,2.67,62.22,37.78,NA,NA,NA,1687,2402,715,0.412570311,0.587429689,Sherman County OR,Sherman OR,OR,0.515287901,0.484712099
2258,President 2008,Oregon,20081104,N/A,TILLAMOOK,County,"13,297","5,757","McCain, John S. III",Challenger,"7,072","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,468,"1,315",D,43.3,53.18,0,3.52,44.87,55.13,NA,NA,NA,2426,2103,-323,0.535659086,0.464340914,Tillamook County OR,Tillamook OR,OR,0.502543141,0.497456859
2259,President 2008,Oregon,20081104,N/A,UMATILLA,County,"25,523","15,254","McCain, John S. III",Challenger,"9,484","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,785,"5,770",R,59.77,37.16,0,3.08,61.66,38.34,NA,NA,NA,2763,635,-2128,0.813125368,0.186874632,Umatilla County OR,Umatilla OR,OR,0.696094992,0.303905008
2260,President 2008,Oregon,20081104,N/A,UNION,County,"12,594","7,581","McCain, John S. III",Challenger,"4,613","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,400,"2,968",R,60.2,36.63,0,3.18,62.17,37.83,NA,NA,NA,1836,2498,662,0.423627134,0.576372866,Union County OR,Union OR,OR,0.511665629,0.488334371
2261,President 2008,Oregon,20081104,N/A,WALLOWA,County,"4,465","2,836","McCain, John S. III",Challenger,"1,492","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,137,"1,344",R,63.52,33.42,0,3.07,65.53,34.47,NA,NA,NA,181,1032,851,0.149216818,0.850783182,Wallowa County OR,Wallowa OR,OR,0.746097682,0.253902318
2262,President 2008,Oregon,20081104,N/A,WASCO,County,"11,380","5,103","McCain, John S. III",Challenger,"5,906","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,371,803,D,44.84,51.9,0,3.26,46.35,53.65,NA,NA,NA,2138,1993,-145,0.51755023,0.48244977,Wasco County OR,Wasco OR,OR,0.500616021,0.499383979
2263,President 2008,Oregon,20081104,N/A,WASHINGTON,County,"236,632","89,185","McCain, John S. III",Challenger,"141,544","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"5,903","52,359",D,37.69,59.82,0,2.49,38.65,61.35,NA,NA,NA,630,2761,2131,0.185785904,0.814214096,Washington County OR,Washington OR,OR,0.697460996,0.302539004
2264,President 2008,Oregon,20081104,N/A,WHEELER,County,812,498,"McCain, John S. III",Challenger,281,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,33,217,R,61.33,34.61,0,4.06,63.93,36.07,NA,NA,NA,1309,1973,664,0.398842169,0.601157831,Wheeler County OR,Wheeler OR,OR,0.520465813,0.479534187
2265,President 2008,Oregon,20081104,N/A,YAMHILL,County,"43,526","21,390","McCain, John S. III",Challenger,"20,797","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,339",593,R,49.14,47.78,0,3.08,50.7,49.3,NA,NA,NA,1126,1126,0,0.5,0.5,Yamhill County OR,Yamhill OR,OR,0.5,0.5
2266,President 2008,Pennsylvania,20081104,N/A,ADAMS,County,"44,491","26,349","McCain, John S. III",Challenger,"17,633","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,509,"8,716",R,59.22,39.63,0,1.14,59.91,40.09,NA,NA,NA,732,1244,512,0.370445344,0.629554656,Adams County PA,Adams PA,PA,0.533568818,0.466431182
2267,President 2008,Pennsylvania,20081104,N/A,ALLEGHENY,County,"651,436","272,347","McCain, John S. III",Challenger,"373,153","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"5,936","100,806",D,41.81,57.28,0,0.91,42.19,57.81,NA,NA,NA,1675,1269,-406,0.568953804,0.431046196,Allegheny County PA,Allegheny PA,PA,0.509509254,0.490490746
2268,President 2008,Pennsylvania,20081104,N/A,ARMSTRONG,County,"30,081","18,542","McCain, John S. III",Challenger,"11,138","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,401,"7,404",R,61.64,37.03,0,1.33,62.47,37.53,NA,NA,NA,424,764,340,0.356902357,0.643097643,Armstrong County PA,Armstrong PA,PA,0.540953871,0.459046129
2269,President 2008,Pennsylvania,20081104,N/A,BEAVER,County,"84,488","42,895","McCain, John S. III",Challenger,"40,499","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,094","2,396",R,50.77,47.93,0,1.29,51.44,48.56,NA,NA,NA,1911,1913,2,0.499738494,0.500261506,Beaver County PA,Beaver PA,PA,0.500000137,0.499999863
2270,President 2008,Pennsylvania,20081104,N/A,BEDFORD,County,"22,443","16,124","McCain, John S. III",Challenger,"6,059","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,260,"10,065",R,71.84,27,0,1.16,72.69,27.31,NA,NA,NA,2235,686,-1549,0.765148922,0.234851078,Bedford County PA,Bedford PA,PA,0.640607901,0.359392099
2271,President 2008,Pennsylvania,20081104,N/A,BERKS,County,"180,000","80,513","McCain, John S. III",Challenger,"97,047","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,440","16,534",D,44.73,53.92,0,1.36,45.34,54.66,NA,NA,NA,2831,2716,-115,0.510365964,0.489634036,Berks County PA,Berks PA,PA,0.500214906,0.499785094
2272,President 2008,Pennsylvania,20081104,N/A,BLAIR,County,"53,102","32,708","McCain, John S. III",Challenger,"19,813","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,581,"12,895",R,61.59,37.31,0,1.09,62.28,37.72,NA,NA,NA,795,1586,791,0.333893322,0.666106678,Blair County PA,Blair PA,PA,0.555182857,0.444817143
2273,President 2008,Pennsylvania,20081104,N/A,BRADFORD,County,"25,787","15,057","McCain, John S. III",Challenger,"10,306","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,424,"4,751",R,58.39,39.97,0,1.64,59.37,40.63,NA,NA,NA,371,624,253,0.372864322,0.627135678,Bradford County PA,Bradford PA,PA,0.532326961,0.467673039
2274,President 2008,Pennsylvania,20081104,N/A,BUCKS,County,"332,924","150,248","McCain, John S. III",Challenger,"179,031","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"3,645","28,783",D,45.13,53.78,0,1.09,45.63,54.37,NA,NA,NA,752,668,-84,0.529577465,0.470422535,Bucks County PA,Bucks PA,PA,0.501749653,0.498250347
2275,President 2008,Pennsylvania,20081104,N/A,BUTLER,County,"90,425","57,074","McCain, John S. III",Challenger,"32,260","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,091","24,814",R,63.12,35.68,0,1.21,63.89,36.11,NA,NA,NA,1606,2206,600,0.421301154,0.578698846,Butler County PA,Butler PA,PA,0.512387017,0.487612983
2276,President 2008,Pennsylvania,20081104,N/A,CAMBRIA,County,"65,670","31,995","McCain, John S. III",Challenger,"32,451","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,224",456,D,48.72,49.42,0,1.86,49.65,50.35,NA,NA,NA,1608,1572,-36,0.505660377,0.494339623,Cambria County PA,Cambria PA,PA,0.50006408,0.49993592
2277,President 2008,Pennsylvania,20081104,N/A,CAMERON,County,"2,245","1,323","McCain, John S. III",Challenger,879,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,43,444,R,58.93,39.15,0,1.92,60.08,39.92,NA,NA,NA,2718,84,-2634,0.970021413,0.029978587,Cameron County PA,Cameron PA,PA,0.941840258,0.058159742
2278,President 2008,Pennsylvania,20081104,N/A,CARBON,County,"26,923","12,957","McCain, John S. III",Challenger,"13,464","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,502,507,D,48.13,50.01,0,1.86,49.04,50.96,NA,NA,NA,569,495,-74,0.534774436,0.465225564,Carbon County PA,Carbon PA,PA,0.502418523,0.497581477
2279,President 2008,Pennsylvania,20081104,N/A,CENTRE,County,"75,763","32,992","McCain, John S. III",Challenger,"41,950","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,821,"8,958",D,43.55,55.37,0,1.08,44.02,55.98,NA,NA,NA,1932,1591,-341,0.548396253,0.451603747,Centre County PA,Centre PA,PA,0.504684395,0.495315605
2280,President 2008,Pennsylvania,20081104,N/A,CHESTER,County,"254,354","114,421","McCain, John S. III",Challenger,"137,833","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,100","23,412",D,44.98,54.19,0,0.83,45.36,54.64,NA,NA,NA,599,433,-166,0.580426357,0.419573643,Chester County PA,Chester PA,PA,0.512936798,0.487063202
2281,President 2008,Pennsylvania,20081104,N/A,CLARION,County,"17,766","10,737","McCain, John S. III",Challenger,"6,756","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,273,"3,981",R,60.44,38.03,0,1.54,61.38,38.62,NA,NA,NA,2313,326,-1987,0.876468359,0.123531641,Clarion County PA,Clarion PA,PA,0.783456851,0.216543149
2282,President 2008,Pennsylvania,20081104,N/A,CLEARFIELD,County,"33,813","18,662","McCain, John S. III",Challenger,"14,555","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,596,"4,107",R,55.19,43.05,0,1.76,56.18,43.82,NA,NA,NA,615,769,154,0.444364162,0.555635838,Clearfield County PA,Clearfield PA,PA,0.506190693,0.493809307
2283,President 2008,Pennsylvania,20081104,N/A,CLINTON,County,"14,791","7,504","McCain, John S. III",Challenger,"7,097","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,190,407,R,50.73,47.98,0,1.28,51.39,48.61,NA,NA,NA,2430,2489,59,0.494002846,0.505997154,Clinton County PA,Clinton PA,PA,0.500071932,0.499928068
2284,President 2008,Pennsylvania,20081104,N/A,COLUMBIA,County,"28,063","14,477","McCain, John S. III",Challenger,"13,230","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,356,"1,247",R,51.59,47.14,0,1.27,52.25,47.75,NA,NA,NA,554,587,33,0.485539001,0.514460999,Columbia County PA,Columbia PA,PA,0.500418241,0.499581759
2285,President 2008,Pennsylvania,20081104,N/A,CRAWFORD,County,"38,134","20,750","McCain, John S. III",Challenger,"16,780","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,604,"3,970",R,54.41,44,0,1.58,55.29,44.71,NA,NA,NA,704,1111,407,0.387878788,0.612121212,Crawford County PA,Crawford PA,PA,0.525142332,0.474857668
2286,President 2008,Pennsylvania,20081104,N/A,CUMBERLAND,County,"113,304","63,739","McCain, John S. III",Challenger,"48,306","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,259","15,433",R,56.25,42.63,0,1.11,56.89,43.11,NA,NA,NA,1983,2398,415,0.452636384,0.547363616,Cumberland County PA,Cumberland PA,PA,0.504486624,0.495513376
2287,President 2008,Pennsylvania,20081104,N/A,DAUPHIN,County,"129,529","58,238","McCain, John S. III",Challenger,"69,975","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,316","11,737",D,44.96,54.02,0,1.02,45.42,54.58,NA,NA,NA,2414,2216,-198,0.521382289,0.478617711,Dauphin County PA,Dauphin PA,PA,0.500914405,0.499085595
2288,President 2008,Pennsylvania,20081104,N/A,DELAWARE,County,"297,004","115,273","McCain, John S. III",Challenger,"178,870","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,861","63,597",D,38.81,60.22,0,0.96,39.19,60.81,NA,NA,NA,751,434,-317,0.633755274,0.366244726,Delaware County PA,Delaware PA,PA,0.535780947,0.464219053
2289,President 2008,Pennsylvania,20081104,N/A,ELK,County,"14,271","6,676","McCain, John S. III",Challenger,"7,290","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,305,614,D,46.78,51.08,0,2.14,47.8,52.2,NA,NA,NA,2455,2331,-124,0.51295445,0.48704555,Elk County PA,Elk PA,PA,0.500335636,0.499664364
2290,President 2008,Pennsylvania,20081104,N/A,ERIE,County,"127,691","50,351","McCain, John S. III",Challenger,"75,775","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,565","25,424",D,39.43,59.34,0,1.23,39.92,60.08,NA,NA,NA,2570,2148,-422,0.54472234,0.45527766,Erie County PA,Erie PA,PA,0.504000175,0.495999825
2291,President 2008,Pennsylvania,20081104,N/A,FAYETTE,County,"52,560","26,081","McCain, John S. III",Challenger,"25,866","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,613,215,R,49.62,49.21,0,1.17,50.21,49.79,NA,NA,NA,1246,1240,-6,0.501206758,0.498793242,Fayette County PA,Fayette PA,PA,0.500002913,0.499997087
2292,President 2008,Pennsylvania,20081104,N/A,FOREST,County,"2,444","1,366","McCain, John S. III",Challenger,"1,038","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,40,328,R,55.89,42.47,0,1.64,56.82,43.18,NA,NA,NA,11,95,84,0.103773585,0.896226415,Forest County PA,Forest PA,PA,0.813990744,0.186009256
2293,President 2008,Pennsylvania,20081104,N/A,FRANKLIN,County,"63,641","41,906","McCain, John S. III",Challenger,"21,169","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,566,"20,737",R,65.85,33.26,0,0.89,66.44,33.56,NA,NA,NA,1144,1904,760,0.375328084,0.624671916,Franklin County PA,Franklin PA,PA,0.531086173,0.468913827
2294,President 2008,Pennsylvania,20081104,N/A,FULTON,County,"6,306","4,642","McCain, John S. III",Challenger,"1,576","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,88,"3,066",R,73.61,24.99,0,1.4,74.65,25.35,NA,NA,NA,211,1825,1614,0.103634578,0.896365422,Fulton County PA,Fulton PA,PA,0.814211096,0.185788904
2295,President 2008,Pennsylvania,20081104,N/A,GREENE,County,"15,976","7,889","McCain, John S. III",Challenger,"7,829","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,258,60,R,49.38,49,0,1.61,50.19,49.81,NA,NA,NA,2514,2547,33,0.496739775,0.503260225,Greene County PA,Greene PA,PA,0.500021258,0.499978742
2296,President 2008,Pennsylvania,20081104,N/A,HUNTINGDON,County,"18,632","11,745","McCain, John S. III",Challenger,"6,621","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,266,"5,124",R,63.04,35.54,0,1.43,63.95,36.05,NA,NA,NA,2300,407,-1893,0.849649058,0.150350942,Huntingdon County PA,Huntingdon PA,PA,0.744508928,0.255491072
2297,President 2008,Pennsylvania,20081104,N/A,INDIANA,County,"37,302","19,727","McCain, John S. III",Challenger,"17,065","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,510,"2,662",R,52.88,45.75,0,1.37,53.62,46.38,NA,NA,NA,717,815,98,0.468015666,0.531984334,Indiana County PA,Indiana PA,PA,0.502045995,0.497954005
2298,President 2008,Pennsylvania,20081104,N/A,JEFFERSON,County,"18,802","12,057","McCain, John S. III",Challenger,"6,447","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,298,"5,610",R,64.13,34.29,0,1.58,65.16,34.84,NA,NA,NA,2280,446,-1834,0.836390315,0.163609685,Jefferson County PA,Jefferson PA,PA,0.726316889,0.273683111
2299,President 2008,Pennsylvania,20081104,N/A,JUNIATA,County,"9,711","6,484","McCain, John S. III",Challenger,"3,068","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,159,"3,416",R,66.77,31.59,0,1.64,67.88,32.12,NA,NA,NA,1358,2307,949,0.37053206,0.62946794,Juniata County PA,Juniata PA,PA,0.533523895,0.466476105
2300,President 2008,Pennsylvania,20081104,N/A,LACKAWANNA,County,"107,876","39,488","McCain, John S. III",Challenger,"67,520","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,868,"28,032",D,36.6,62.59,0,0.8,36.9,63.1,NA,NA,NA,2395,1674,-721,0.588596707,0.411403293,Lackawanna County PA,Lackawanna PA,PA,0.515698753,0.484301247
2301,President 2008,Pennsylvania,20081104,N/A,LANCASTER,County,"228,137","126,568","McCain, John S. III",Challenger,"99,586","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,983","26,982",R,55.48,43.65,0,0.87,55.97,44.03,NA,NA,NA,2845,503,-2342,0.849761051,0.150238949,Lancaster County PA,Lancaster PA,PA,0.744665586,0.255334414
2302,President 2008,Pennsylvania,20081104,N/A,LAWRENCE,County,"42,103","21,851","McCain, John S. III",Challenger,"19,711","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,541,"2,140",R,51.9,46.82,0,1.28,52.57,47.43,NA,NA,NA,793,1133,340,0.411734164,0.588265836,Lawrence County PA,Lawrence PA,PA,0.515581716,0.484418284
2303,President 2008,Pennsylvania,20081104,N/A,LEBANON,County,"58,297","34,314","McCain, John S. III",Challenger,"23,310","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,673,"11,004",R,58.86,39.98,0,1.15,59.55,40.45,NA,NA,NA,1197,1611,414,0.426282051,0.573717949,Lebanon County PA,Lebanon PA,PA,0.510868672,0.489131328
2304,President 2008,Pennsylvania,20081104,N/A,LEHIGH,County,"152,473","63,382","McCain, John S. III",Challenger,"87,089","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,002","23,707",D,41.57,57.12,0,1.31,42.12,57.88,NA,NA,NA,2712,2397,-315,0.530827951,0.469172049,Lehigh County PA,Lehigh PA,PA,0.501900725,0.498099275
2305,President 2008,Pennsylvania,20081104,N/A,LUZERNE,County,"135,175","61,127","McCain, John S. III",Challenger,"72,492","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,556","11,365",D,45.22,53.63,0,1.15,45.75,54.25,NA,NA,NA,2547,2382,-165,0.516737675,0.483262325,Luzerne County PA,Luzerne PA,PA,0.5005603,0.4994397
2306,President 2008,Pennsylvania,20081104,N/A,LYCOMING,County,"49,237","30,280","McCain, John S. III",Challenger,"18,381","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,576,"11,899",R,61.5,37.33,0,1.17,62.23,37.77,NA,NA,NA,760,1550,790,0.329004329,0.670995671,Lycoming County PA,Lycoming PA,PA,0.558479039,0.441520961
2307,President 2008,Pennsylvania,20081104,N/A,MCKEAN,County,"15,947","9,224","McCain, John S. III",Challenger,"6,465","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,258,"2,759",R,57.84,40.54,0,1.62,58.79,41.21,NA,NA,NA,2284,2790,506,0.450137958,0.549862042,Mckean County PA,Mckean PA,PA,0.504972446,0.495027554
2308,President 2008,Pennsylvania,20081104,N/A,MERCER,County,"53,821","26,565","McCain, John S. III",Challenger,"26,411","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,845,154,R,49.36,49.07,0,1.57,50.15,49.85,NA,NA,NA,1263,1246,-17,0.503387804,0.496612196,Mercer County PA,Mercer PA,PA,0.500022954,0.499977046
2309,President 2008,Pennsylvania,20081104,N/A,MIFFLIN,County,"16,502","10,929","McCain, John S. III",Challenger,"5,375","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,198,"5,554",R,66.23,32.57,0,1.2,67.03,32.97,NA,NA,NA,2067,338,-1729,0.859459459,0.140540541,Mifflin County PA,Mifflin PA,PA,0.758422206,0.241577794
2310,President 2008,Pennsylvania,20081104,N/A,MONROE,County,"68,443","28,293","McCain, John S. III",Challenger,"39,453","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,697,"11,160",D,41.34,57.64,0,1.02,41.76,58.24,NA,NA,NA,1695,1278,-417,0.570131181,0.429868819,Monroe County PA,Monroe PA,PA,0.509836765,0.490163235
2311,President 2008,Pennsylvania,20081104,N/A,MONTGOMERY,County,"422,419","165,552","McCain, John S. III",Challenger,"253,393","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"3,474","87,841",D,39.19,59.99,0,0.82,39.52,60.48,NA,NA,NA,1250,712,-538,0.637104995,0.362895005,Montgomery County PA,Montgomery PA,PA,0.537595559,0.462404441
2312,President 2008,Pennsylvania,20081104,N/A,MONTOUR,County,"8,023","4,574","McCain, John S. III",Challenger,"3,364","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,85,"1,210",R,57.01,41.93,0,1.06,57.62,42.38,NA,NA,NA,1434,1813,379,0.441638435,0.558361565,Montour County PA,Montour PA,PA,0.506812144,0.493187856
2313,President 2008,Pennsylvania,20081104,N/A,NORTHAMPTON,County,"135,587","58,551","McCain, John S. III",Challenger,"75,255","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,781","16,704",D,43.18,55.5,0,1.31,43.76,56.24,NA,NA,NA,2567,2217,-350,0.536580268,0.463419732,Northampton County PA,Northampton PA,PA,0.502676232,0.497323768
2314,President 2008,Pennsylvania,20081104,N/A,NORTHUMBERLAND,County,"33,939","19,018","McCain, John S. III",Challenger,"14,329","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,592,"4,689",R,56.04,42.22,0,1.74,57.03,42.97,NA,NA,NA,607,789,182,0.434813754,0.565186246,Northumberland County PA,Northumberland PA,PA,0.508498493,0.491501507
2315,President 2008,Pennsylvania,20081104,N/A,PERRY,County,"19,745","13,058","McCain, John S. III",Challenger,"6,396","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,291,"6,662",R,66.13,32.39,0,1.47,67.12,32.88,NA,NA,NA,2276,511,-1765,0.816648726,0.183351274,Perry County PA,Perry PA,PA,0.700532832,0.299467168
2316,President 2008,Pennsylvania,20081104,N/A,PHILADELPHIA,County,"717,329","117,221","McCain, John S. III",Challenger,"595,980","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"4,128","478,759",D,16.34,83.08,0,0.58,16.44,83.56,NA,NA,NA,2223,436,-1787,0.836028582,0.163971418,Philadelphia County PA,Philadelphia PA,PA,0.725830416,0.274169584
2317,President 2008,Pennsylvania,20081104,N/A,PIKE,County,"24,284","12,518","McCain, John S. III",Challenger,"11,493","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,273,"1,025",R,51.55,47.33,0,1.12,52.13,47.87,NA,NA,NA,443,470,27,0.485213582,0.514786418,Pike County PA,Pike PA,PA,0.500437276,0.499562724
2318,President 2008,Pennsylvania,20081104,N/A,POTTER,County,"7,507","5,109","McCain, John S. III",Challenger,"2,300","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,98,"2,809",R,68.06,30.64,0,1.31,68.96,31.04,NA,NA,NA,901,1994,1093,0.311226252,0.688773748,Potter County PA,Potter PA,PA,0.571271056,0.428728944
2319,President 2008,Pennsylvania,20081104,N/A,SCHUYLKILL,County,"63,057","33,767","McCain, John S. III",Challenger,"28,300","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,990,"5,467",R,53.55,44.88,0,1.57,54.4,45.6,NA,NA,NA,1298,1599,301,0.448049707,0.551950293,Schuylkill County PA,Schuylkill PA,PA,0.505397666,0.494602334
2320,President 2008,Pennsylvania,20081104,N/A,SNYDER,County,"15,479","9,900","McCain, John S. III",Challenger,"5,382","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,197,"4,518",R,63.96,34.77,0,1.27,64.78,35.22,NA,NA,NA,2069,2858,789,0.419930992,0.580069008,Snyder County PA,Snyder PA,PA,0.512822092,0.487177908
